fecha,cafeteria_id,producto,clima,dia_semana,es_finde,real,predicho,error
2024-10-01,Bri_c9,Flat White,calor extremo,Tuesday,0,76.0,77.72263789199269,-1.7226378919926901
2024-10-01,Bri_c9,Latte,calor extremo,Tuesday,0,55.0,59.46422176397832,-4.464221763978323
2024-10-01,Bri_c9,Mocha,calor extremo,Tuesday,0,50.0,39.01391638827192,10.986083611728077
2024-10-01,Cai_c1,Cappuccino,nublado,Tuesday,0,127.0,98.35372224346274,28.64627775653726
2024-10-01,Cai_c1,Cold Brew,nublado,Tuesday,0,42.0,39.56251514213622,2.4374848578637796
2024-10-01,Cai_c1,Espresso,nublado,Tuesday,0,26.0,19.799438539655824,6.200561460344176
2024-10-01,Cai_c1,Flat White,nublado,Tuesday,0,161.0,118.46768179631557,42.532318203684426
2024-10-01,Cai_c1,Latte,nublado,Tuesday,0,94.0,78.67424496957524,15.325755030424759
2024-10-01,Cai_c1,Mocha,nublado,Tuesday,0,52.0,39.5582078186636,12.441792181336403
2024-10-01,Cai_c2,Cappuccino,calor extremo,Tuesday,0,68.0,59.02293236897124,8.97706763102876
2024-10-01,Cai_c2,Cold Brew,calor extremo,Tuesday,0,147.0,139.56573551344118,7.434264486558817
2024-10-01,Cai_c2,Espresso,calor extremo,Tuesday,0,20.0,19.46817693681434,0.5318230631856586
2024-10-01,Cai_c2,Flat White,calor extremo,Tuesday,0,81.0,78.11673191356003,2.883268086439969
2024-10-01,Cai_c2,Latte,calor extremo,Tuesday,0,94.0,59.60457707310915,34.39542292689085
2024-10-01,Cai_c2,Mocha,calor extremo,Tuesday,0,39.0,39.99698189554412,-0.996981895544117
2024-10-01,Cai_c3,Cappuccino,calor extremo,Tuesday,0,75.0,58.6330451529805,16.3669548470195
2024-10-01,Cai_c3,Cold Brew,calor extremo,Tuesday,0,132.0,139.71948991414644,-7.719489914146436
2024-10-01,Cai_c3,Espresso,calor extremo,Tuesday,0,18.0,19.23941777758778,-1.2394177775877786
2024-10-01,Cai_c3,Flat White,calor extremo,Tuesday,0,96.0,77.80123301624,18.198766983759995
2024-10-01,Cai_c3,Latte,calor extremo,Tuesday,0,76.0,59.55003989313543,16.449960106864573
2024-10-01,Cai_c3,Mocha,calor extremo,Tuesday,0,50.0,39.720555532106985,10.279444467893015
2024-10-01,Cai_c4,Cappuccino,frío extremo,Tuesday,0,65.0,59.44456818229367,5.555431817706328
2024-10-01,Cai_c4,Cold Brew,frío extremo,Tuesday,0,14.0,14.379705230485433,-0.3797052304854329
2024-10-01,Cai_c4,Espresso,frío extremo,Tuesday,0,12.0,14.224333537567132,-2.224333537567132
2024-10-01,Cai_c4,Flat White,frío extremo,Tuesday,0,77.0,75.07423931579363,1.9257606842063666
2024-10-01,Cai_c4,Latte,frío extremo,Tuesday,0,43.0,66.8161642939453,-23.816164293945306
2024-10-01,Cai_c4,Mocha,frío extremo,Tuesday,0,91.0,73.10993167060953,17.890068329390473
2024-10-01,Cai_c5,Cappuccino,nublado,Tuesday,0,82.0,98.36063255761596,-16.360632557615958
2024-10-01,Cai_c5,Cold Brew,nublado,Tuesday,0,26.0,39.56251514213622,-13.56251514213622
2024-10-01,Cai_c5,Espresso,nublado,Tuesday,0,20.0,19.771861797521154,0.22813820247884564
2024-10-01,Cai_c5,Flat White,nublado,Tuesday,0,83.0,118.39042044208068,-35.39042044208068
2024-10-01,Cai_c5,Latte,nublado,Tuesday,0,84.0,78.7367233154513,5.2632766845487
2024-10-01,Cai_c5,Mocha,nublado,Tuesday,0,31.0,39.5582078186636,-8.558207818663597
2024-10-01,Cai_c6,Cappuccino,nublado,Tuesday,0,72.0,98.3318337872243,-26.331833787224298
2024-10-01,Cai_c6,Cold Brew,nublado,Tuesday,0,35.0,39.56251514213622,-4.5625151421362204
2024-10-01,Cai_c6,Espresso,nublado,Tuesday,0,18.0,19.780965049039217,-1.7809650490392173
2024-10-01,Cai_c6,Flat White,nublado,Tuesday,0,112.0,119.02296397358518,-7.022963973585178
2024-10-01,Cai_c6,Latte,nublado,Tuesday,0,82.0,78.77622585776719,3.223774142232813
2024-10-01,Cai_c6,Mocha,nublado,Tuesday,0,43.0,39.5582078186636,3.441792181336403
2024-10-01,Can_c1,Cappuccino,soleado,Tuesday,0,113.0,98.29853240882665,14.701467591173355
2024-10-01,Can_c1,Cold Brew,soleado,Tuesday,0,37.0,39.56251514213622,-2.5625151421362204
2024-10-01,Can_c1,Espresso,soleado,Tuesday,0,28.0,19.848737286913266,8.151262713086734
2024-10-01,Can_c1,Flat White,soleado,Tuesday,0,139.0,118.370087381666,20.629912618334004
2024-10-01,Can_c1,Latte,soleado,Tuesday,0,123.0,78.804858650722,44.195141349278
2024-10-01,Can_c1,Mocha,soleado,Tuesday,0,36.0,39.5582078186636,-3.558207818663597
2024-10-01,Can_c2,Cappuccino,soleado,Tuesday,0,136.0,98.21545964561354,37.784540354386465
2024-10-01,Can_c2,Cold Brew,soleado,Tuesday,0,29.0,39.56251514213622,-10.56251514213622
2024-10-01,Can_c2,Espresso,soleado,Tuesday,0,24.0,19.785447979011384,4.2145520209886165
2024-10-01,Can_c2,Flat White,soleado,Tuesday,0,152.0,118.59594295080275,33.40405704919725
2024-10-01,Can_c2,Latte,soleado,Tuesday,0,101.0,78.72891852267016,22.271081477329844
2024-10-01,Can_c2,Mocha,soleado,Tuesday,0,46.0,39.5582078186636,6.441792181336403
2024-10-01,Can_c3,Cappuccino,nublado,Tuesday,0,96.0,98.22015506031336,-2.2201550603133597
2024-10-01,Can_c3,Cold Brew,nublado,Tuesday,0,49.0,39.56251514213622,9.43748485786378
2024-10-01,Can_c3,Espresso,nublado,Tuesday,0,19.0,20.129959862244057,-1.129959862244057
2024-10-01,Can_c3,Flat White,nublado,Tuesday,0,144.0,118.62542124024797,25.374578759752026
2024-10-01,Can_c3,Latte,nublado,Tuesday,0,105.0,78.74515459468824,26.254845405311755
2024-10-01,Can_c3,Mocha,nublado,Tuesday,0,42.0,39.5582078186636,2.441792181336403
2024-10-01,Dar_c1,Cappuccino,frío extremo,Tuesday,0,60.0,58.24624658883073,1.7537534111692707
2024-10-01,Dar_c1,Cold Brew,frío extremo,Tuesday,0,20.0,14.53455008048042,5.46544991951958
2024-10-01,Dar_c1,Espresso,frío extremo,Tuesday,0,19.0,14.554667509118339,4.445332490881661
2024-10-01,Dar_c1,Flat White,frío extremo,Tuesday,0,78.0,73.38868735638884,4.611312643611157
2024-10-01,Dar_c1,Latte,frío extremo,Tuesday,0,53.0,56.07056075119667,-3.0705607511966733
2024-10-01,Dar_c1,Mocha,frío extremo,Tuesday,0,96.0,72.97510633114666,23.024893668853338
2024-10-01,Dar_c2,Cappuccino,frío extremo,Tuesday,0,70.0,58.62738232803407,11.372617671965934
2024-10-01,Dar_c2,Cold Brew,frío extremo,Tuesday,0,12.0,14.557780388804693,-2.5577803888046926
2024-10-01,Dar_c2,Espresso,frío extremo,Tuesday,0,3.0,14.428293331633785,-11.428293331633785
2024-10-01,Dar_c2,Flat White,frío extremo,Tuesday,0,43.0,73.25890713750664,-30.25890713750664
2024-10-01,Dar_c2,Latte,frío extremo,Tuesday,0,47.0,59.04281649988543,-12.042816499885433
2024-10-01,Dar_c2,Mocha,frío extremo,Tuesday,0,75.0,72.80587643082492,2.1941235691750762
2024-10-01,Dar_c3,Cappuccino,soleado,Tuesday,0,120.0,97.73868521244829,22.26131478755171
2024-10-01,Dar_c3,Cold Brew,soleado,Tuesday,0,44.0,39.56251514213622,4.4374848578637796
2024-10-01,Dar_c3,Espresso,soleado,Tuesday,0,21.0,19.684219280479518,1.3157807195204825
2024-10-01,Dar_c3,Flat White,soleado,Tuesday,0,92.0,118.40458056242707,-26.40458056242707
2024-10-01,Dar_c3,Latte,soleado,Tuesday,0,77.0,78.72891852267016,-1.7289185226701562
2024-10-01,Dar_c3,Mocha,soleado,Tuesday,0,48.0,39.5582078186636,8.441792181336403
2024-10-01,Gol_c1,Cappuccino,soleado,Tuesday,0,100.0,98.29943873495345,1.7005612650465451
2024-10-01,Gol_c1,Cold Brew,soleado,Tuesday,0,48.0,39.56251514213622,8.43748485786378
2024-10-01,Gol_c1,Espresso,soleado,Tuesday,0,29.0,19.871193993609936,9.128806006390064
2024-10-01,Gol_c1,Flat White,soleado,Tuesday,0,108.0,118.72677374477665,-10.72677374477665
2024-10-01,Gol_c1,Latte,soleado,Tuesday,0,69.0,78.7977795155354,-9.797779515535396
2024-10-01,Gol_c1,Mocha,soleado,Tuesday,0,34.0,39.5582078186636,-5.558207818663597
2024-10-01,Gol_c2,Cappuccino,nublado,Tuesday,0,93.0,98.37288783803373,-5.3728878380337335
2024-10-01,Gol_c2,Cold Brew,nublado,Tuesday,0,34.0,39.56251514213622,-5.5625151421362204
2024-10-01,Gol_c2,Espresso,nublado,Tuesday,0,21.0,19.774460975231626,1.2255390247683735
2024-10-01,Gol_c2,Flat White,nublado,Tuesday,0,93.0,118.82359618156696,-25.823596181566955
2024-10-01,Gol_c2,Latte,nublado,Tuesday,0,51.0,78.7576944910932,-27.757694491093204
2024-10-01,Gol_c2,Mocha,nublado,Tuesday,0,36.0,39.5582078186636,-3.558207818663597
2024-10-01,Gol_c3,Cappuccino,tormenta,Tuesday,0,93.0,72.68755079721412,20.312449202785885
2024-10-01,Gol_c3,Cold Brew,tormenta,Tuesday,0,45.0,29.359674206401824,15.640325793598176
2024-10-01,Gol_c3,Espresso,tormenta,Tuesday,0,17.0,14.821155434293276,2.178844565706724
2024-10-01,Gol_c3,Flat White,tormenta,Tuesday,0,101.0,86.43951462379474,14.560485376205264
2024-10-01,Gol_c3,Latte,tormenta,Tuesday,0,61.0,59.64845341949099,1.3515465805090088
2024-10-01,Gol_c3,Mocha,tormenta,Tuesday,0,19.0,28.884163759513953,-9.884163759513953
2024-10-01,Gol_c4,Cappuccino,soleado,Tuesday,0,101.0,98.39031032627912,2.6096896737208795
2024-10-01,Gol_c4,Cold Brew,soleado,Tuesday,0,27.0,39.56251514213622,-12.56251514213622
2024-10-01,Gol_c4,Espresso,soleado,Tuesday,0,26.0,19.83398584312803,6.16601415687197
2024-10-01,Gol_c4,Flat White,soleado,Tuesday,0,127.0,119.93663118019205,7.063368819807948
2024-10-01,Gol_c4,Latte,soleado,Tuesday,0,83.0,78.77389542589479,4.226104574105207
2024-10-01,Gol_c4,Mocha,soleado,Tuesday,0,63.0,39.5582078186636,23.441792181336403
2024-10-01,Gol_c5,Cappuccino,frío extremo,Tuesday,0,54.0,58.57787926530657,-4.577879265306571
2024-10-01,Gol_c5,Cold Brew,frío extremo,Tuesday,0,11.0,14.67336926773488,-3.6733692677348806
2024-10-01,Gol_c5,Espresso,frío extremo,Tuesday,0,21.0,14.5711737457142,6.4288262542858
2024-10-01,Gol_c5,Flat White,frío extremo,Tuesday,0,100.0,73.70244494393619,26.297555056063814
2024-10-01,Gol_c5,Latte,frío extremo,Tuesday,0,60.0,58.73350953208916,1.2664904679108417
2024-10-01,Gol_c5,Mocha,frío extremo,Tuesday,0,66.0,73.10460343783991,-7.104603437839913
2024-10-01,Gol_c6,Cappuccino,lluvia,Tuesday,0,85.0,73.47035793174035,11.529642068259648
2024-10-01,Gol_c6,Cold Brew,lluvia,Tuesday,0,41.0,29.677287986882007,11.322712013117993
2024-10-01,Gol_c6,Espresso,lluvia,Tuesday,0,25.0,15.419559567827273,9.580440432172727
2024-10-01,Gol_c6,Flat White,lluvia,Tuesday,0,114.0,86.93888699411892,27.061113005881083
2024-10-01,Gol_c6,Latte,lluvia,Tuesday,0,63.0,57.48377080737567,5.51622919262433
2024-10-01,Gol_c6,Mocha,lluvia,Tuesday,0,27.0,29.524767746227376,-2.5247677462273757
2024-10-01,Hob_c1,Cappuccino,soleado,Tuesday,0,116.0,98.46867003289904,17.53132996710096
2024-10-01,Hob_c1,Cold Brew,soleado,Tuesday,0,39.0,39.56251514213622,-0.5625151421362204
2024-10-01,Hob_c1,Espresso,soleado,Tuesday,0,31.0,19.811565576939078,11.188434423060922
2024-10-01,Hob_c1,Flat White,soleado,Tuesday,0,147.0,118.79905715146182,28.200942848538176
2024-10-01,Hob_c1,Latte,soleado,Tuesday,0,89.0,78.7886755239263,10.211324476073699
2024-10-01,Hob_c1,Mocha,soleado,Tuesday,0,37.0,39.5582078186636,-2.558207818663597
2024-10-01,Hob_c2,Cappuccino,tormenta,Tuesday,0,87.0,74.67461247135527,12.325387528644725
2024-10-01,Hob_c2,Cold Brew,tormenta,Tuesday,0,33.0,29.359674206401824,3.6403257935981763
2024-10-01,Hob_c2,Espresso,tormenta,Tuesday,0,20.0,14.250464381954078,5.749535618045922
2024-10-01,Hob_c2,Flat White,tormenta,Tuesday,0,82.0,87.64264758836318,-5.642647588363175
2024-10-01,Hob_c2,Latte,tormenta,Tuesday,0,61.0,58.277136106578276,2.7228638934217244
2024-10-01,Hob_c2,Mocha,tormenta,Tuesday,0,37.0,28.884163759513953,8.115836240486047
2024-10-01,Hob_c3,Cappuccino,frío extremo,Tuesday,0,58.0,60.99068266601145,-2.990682666011452
2024-10-01,Hob_c3,Cold Brew,frío extremo,Tuesday,0,11.0,14.579413942544322,-3.5794139425443223
2024-10-01,Hob_c3,Espresso,frío extremo,Tuesday,0,16.0,14.371675394008442,1.6283246059915584
2024-10-01,Hob_c3,Flat White,frío extremo,Tuesday,0,59.0,74.70522251565902,-15.705222515659017
2024-10-01,Hob_c3,Latte,frío extremo,Tuesday,0,64.0,59.06584387010461,4.934156129895392
2024-10-01,Hob_c3,Mocha,frío extremo,Tuesday,0,74.0,73.07244735651547,0.9275526434845318
2024-10-01,Hob_c4,Cappuccino,parcialmente nublado,Tuesday,0,103.0,98.28812229806637,4.711877701933631
2024-10-01,Hob_c4,Cold Brew,parcialmente nublado,Tuesday,0,32.0,39.56251514213622,-7.5625151421362204
2024-10-01,Hob_c4,Espresso,parcialmente nublado,Tuesday,0,23.0,19.5754973217918,3.4245026782081993
2024-10-01,Hob_c4,Flat White,parcialmente nublado,Tuesday,0,106.0,118.250222242804,-12.250222242804
2024-10-01,Hob_c4,Latte,parcialmente nublado,Tuesday,0,82.0,78.4934250977181,3.5065749022818977
2024-10-01,Hob_c4,Mocha,parcialmente nublado,Tuesday,0,38.0,39.5582078186636,-1.5582078186635968
2024-10-01,Mel_c1,Cappuccino,lluvia,Tuesday,0,56.0,73.82229494255458,-17.822294942554578
2024-10-01,Mel_c1,Cold Brew,lluvia,Tuesday,0,28.0,29.312727509291708,-1.3127275092917081
2024-10-01,Mel_c1,Espresso,lluvia,Tuesday,0,20.0,14.49684606647196,5.50315393352804
2024-10-01,Mel_c1,Flat White,lluvia,Tuesday,0,80.0,87.52677423162697,-7.526774231626973
2024-10-01,Mel_c1,Latte,lluvia,Tuesday,0,59.0,58.37954428937575,0.620455710624249
2024-10-01,Mel_c1,Mocha,lluvia,Tuesday,0,20.0,29.38963365203931,-9.389633652039311
2024-10-01,Mel_c10,Cappuccino,parcialmente nublado,Tuesday,0,87.0,98.67779954495977,-11.677799544959768
2024-10-01,Mel_c10,Cold Brew,parcialmente nublado,Tuesday,0,41.0,39.56251514213622,1.4374848578637796
2024-10-01,Mel_c10,Espresso,parcialmente nublado,Tuesday,0,19.0,19.790633623763753,-0.7906336237637532
2024-10-01,Mel_c10,Flat White,parcialmente nublado,Tuesday,0,140.0,118.41413728774918,21.585862712250815
2024-10-01,Mel_c10,Latte,parcialmente nublado,Tuesday,0,114.0,78.72635713619799,35.27364286380201
2024-10-01,Mel_c10,Mocha,parcialmente nublado,Tuesday,0,51.0,39.5582078186636,11.441792181336403
2024-10-01,Mel_c11,Cappuccino,soleado,Tuesday,0,73.0,98.39520504601454,-25.39520504601454
2024-10-01,Mel_c11,Cold Brew,soleado,Tuesday,0,37.0,39.56251514213622,-2.5625151421362204
2024-10-01,Mel_c11,Espresso,soleado,Tuesday,0,25.0,19.940346220075725,5.059653779924275
2024-10-01,Mel_c11,Flat White,soleado,Tuesday,0,93.0,119.05062965425611,-26.050629654256113
2024-10-01,Mel_c11,Latte,soleado,Tuesday,0,68.0,78.80010147793585,-10.800101477935854
2024-10-01,Mel_c11,Mocha,soleado,Tuesday,0,37.0,39.5582078186636,-2.558207818663597
2024-10-01,Mel_c12,Cappuccino,soleado,Tuesday,0,48.0,98.67140102669399,-50.671401026693985
2024-10-01,Mel_c12,Cold Brew,soleado,Tuesday,0,57.0,39.56251514213622,17.43748485786378
2024-10-01,Mel_c12,Espresso,soleado,Tuesday,0,25.0,19.71056159742261,5.289438402577389
2024-10-01,Mel_c12,Flat White,soleado,Tuesday,0,120.0,118.3412628050084,1.6587371949916019
2024-10-01,Mel_c12,Latte,soleado,Tuesday,0,76.0,78.73969161011208,-2.739691610112075
2024-10-01,Mel_c12,Mocha,soleado,Tuesday,0,64.0,39.5582078186636,24.441792181336403
2024-10-01,Mel_c13,Cappuccino,frío extremo,Tuesday,0,57.0,58.36690408062522,-1.3669040806252184
2024-10-01,Mel_c13,Cold Brew,frío extremo,Tuesday,0,22.0,14.843858854340658,7.156141145659342
2024-10-01,Mel_c13,Espresso,frío extremo,Tuesday,0,23.0,14.366206956080314,8.633793043919686
2024-10-01,Mel_c13,Flat White,frío extremo,Tuesday,0,45.0,73.57231981908089,-28.57231981908089
2024-10-01,Mel_c13,Latte,frío extremo,Tuesday,0,71.0,59.801373903267766,11.198626096732234
2024-10-01,Mel_c13,Mocha,frío extremo,Tuesday,0,79.0,78.64791044108676,0.3520895589132351
2024-10-01,Mel_c14,Cappuccino,viento fuerte,Tuesday,0,98.0,97.74507303435277,0.25492696564722905
2024-10-01,Mel_c14,Cold Brew,viento fuerte,Tuesday,0,41.0,39.56251514213622,1.4374848578637796
2024-10-01,Mel_c14,Espresso,viento fuerte,Tuesday,0,19.0,19.826626636891884,-0.8266266368918842
2024-10-01,Mel_c14,Flat White,viento fuerte,Tuesday,0,86.0,118.55573132081078,-32.55573132081078
2024-10-01,Mel_c14,Latte,viento fuerte,Tuesday,0,46.0,78.6228282048912,-32.622828204891206
2024-10-01,Mel_c14,Mocha,viento fuerte,Tuesday,0,43.0,39.5582078186636,3.441792181336403
2024-10-01,Mel_c15,Cappuccino,frío extremo,Tuesday,0,44.0,58.70514473926746,-14.70514473926746
2024-10-01,Mel_c15,Cold Brew,frío extremo,Tuesday,0,14.0,15.944662861938252,-1.9446628619382516
2024-10-01,Mel_c15,Espresso,frío extremo,Tuesday,0,12.0,14.815896042845907,-2.8158960428459068
2024-10-01,Mel_c15,Flat White,frío extremo,Tuesday,0,80.0,73.99235181400493,6.007648185995066
2024-10-01,Mel_c15,Latte,frío extremo,Tuesday,0,46.0,58.56364970114743,-12.563649701147433
2024-10-01,Mel_c15,Mocha,frío extremo,Tuesday,0,77.0,73.11817160705021,3.881828392949785
2024-10-01,Mel_c2,Cappuccino,viento fuerte,Tuesday,0,107.0,98.28462579139612,8.715374208603876
2024-10-01,Mel_c2,Cold Brew,viento fuerte,Tuesday,0,35.0,39.56251514213622,-4.5625151421362204
