fecha,cafeteria_id,producto,clima,dia_semana,es_finde,temperatura
2024-10-01,Cai_c5,Flat White,nublado,Tuesday,0,20.0
2024-10-01,Cai_c5,Latte,nublado,Tuesday,0,20.0
2024-10-01,Cai_c5,Mocha,nublado,Tuesday,0,20.0
2024-10-01,Cai_c6,Cappuccino,nublado,Tuesday,0,20.0
2024-10-01,Cai_c6,Cold Brew,nublado,Tuesday,0,20.0
2024-10-01,Cai_c6,Espresso,nublado,Tuesday,0,20.0
2024-10-01,Cai_c6,Flat White,nublado,Tuesday,0,20.0
2024-10-01,Cai_c6,Latte,nublado,Tuesday,0,20.0
2024-10-01,Cai_c6,Mocha,nublado,Tuesday,0,20.0
2024-10-01,Can_c1,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Can_c1,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Can_c1,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Can_c1,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Can_c1,Latte,soleado,Tuesday,0,20.0
2024-10-01,Can_c1,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Can_c2,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Can_c2,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Can_c2,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Can_c2,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Can_c2,Latte,soleado,Tuesday,0,20.0
2024-10-01,Can_c2,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Can_c3,Cappuccino,nublado,Tuesday,0,20.0
2024-10-01,Can_c3,Cold Brew,nublado,Tuesday,0,20.0
2024-10-01,Can_c3,Espresso,nublado,Tuesday,0,20.0
2024-10-01,Can_c3,Flat White,nublado,Tuesday,0,20.0
2024-10-01,Can_c3,Latte,nublado,Tuesday,0,20.0
2024-10-01,Can_c3,Mocha,nublado,Tuesday,0,20.0
2024-10-01,Dar_c1,Cappuccino,viento fuerte,Tuesday,0,20.0
2024-10-01,Dar_c1,Cold Brew,viento fuerte,Tuesday,0,20.0
2024-10-01,Dar_c1,Espresso,viento fuerte,Tuesday,0,20.0
2024-10-01,Dar_c1,Flat White,viento fuerte,Tuesday,0,20.0
2024-10-01,Dar_c1,Latte,viento fuerte,Tuesday,0,20.0
2024-10-01,Dar_c1,Mocha,viento fuerte,Tuesday,0,20.0
2024-10-01,Dar_c2,Cappuccino,frío extremo,Tuesday,0,20.0
2024-10-01,Dar_c2,Cold Brew,frío extremo,Tuesday,0,20.0
2024-10-01,Dar_c2,Espresso,frío extremo,Tuesday,0,20.0
2024-10-01,Dar_c2,Flat White,frío extremo,Tuesday,0,20.0
2024-10-01,Dar_c2,Latte,frío extremo,Tuesday,0,20.0
2024-10-01,Dar_c2,Mocha,frío extremo,Tuesday,0,20.0
2024-10-01,Dar_c3,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Dar_c3,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Dar_c3,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Dar_c3,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Dar_c3,Latte,soleado,Tuesday,0,20.0
2024-10-01,Dar_c3,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Gol_c1,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Gol_c1,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Gol_c1,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Gol_c1,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Gol_c1,Latte,soleado,Tuesday,0,20.0
2024-10-01,Gol_c1,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Gol_c2,Cappuccino,nublado,Tuesday,0,20.0
2024-10-01,Gol_c2,Cold Brew,nublado,Tuesday,0,20.0
2024-10-01,Gol_c2,Espresso,nublado,Tuesday,0,20.0
2024-10-01,Gol_c2,Flat White,nublado,Tuesday,0,20.0
2024-10-01,Gol_c2,Latte,nublado,Tuesday,0,20.0
2024-10-01,Gol_c2,Mocha,nublado,Tuesday,0,20.0
2024-10-01,Gol_c3,Cappuccino,tormenta,Tuesday,0,20.0
2024-10-01,Gol_c3,Cold Brew,tormenta,Tuesday,0,20.0
2024-10-01,Gol_c3,Espresso,tormenta,Tuesday,0,20.0
2024-10-01,Gol_c3,Flat White,tormenta,Tuesday,0,20.0
2024-10-01,Gol_c3,Latte,tormenta,Tuesday,0,20.0
2024-10-01,Gol_c3,Mocha,tormenta,Tuesday,0,20.0
2024-10-01,Gol_c4,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Gol_c4,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Gol_c4,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Gol_c4,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Gol_c4,Latte,soleado,Tuesday,0,20.0
2024-10-01,Gol_c4,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Gol_c5,Cappuccino,frío extremo,Tuesday,0,20.0
2024-10-01,Gol_c5,Cold Brew,frío extremo,Tuesday,0,20.0
2024-10-01,Gol_c5,Espresso,frío extremo,Tuesday,0,20.0
2024-10-01,Gol_c5,Flat White,frío extremo,Tuesday,0,20.0
2024-10-01,Gol_c5,Latte,frío extremo,Tuesday,0,20.0
2024-10-01,Gol_c5,Mocha,frío extremo,Tuesday,0,20.0
2024-10-01,Gol_c6,Cappuccino,lluvia,Tuesday,0,20.0
2024-10-01,Gol_c6,Cold Brew,lluvia,Tuesday,0,20.0
2024-10-01,Gol_c6,Espresso,lluvia,Tuesday,0,20.0
2024-10-01,Gol_c6,Flat White,lluvia,Tuesday,0,20.0
2024-10-01,Gol_c6,Latte,lluvia,Tuesday,0,20.0
2024-10-01,Gol_c6,Mocha,lluvia,Tuesday,0,20.0
2024-10-01,Hob_c1,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Hob_c1,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Hob_c1,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Hob_c1,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Hob_c1,Latte,soleado,Tuesday,0,20.0
2024-10-01,Hob_c1,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Hob_c2,Cappuccino,tormenta,Tuesday,0,20.0
2024-10-01,Hob_c2,Cold Brew,tormenta,Tuesday,0,20.0
2024-10-01,Hob_c2,Espresso,tormenta,Tuesday,0,20.0
2024-10-01,Hob_c2,Flat White,tormenta,Tuesday,0,20.0
2024-10-01,Hob_c2,Latte,tormenta,Tuesday,0,20.0
2024-10-01,Hob_c2,Mocha,tormenta,Tuesday,0,20.0
2024-10-01,Hob_c3,Cappuccino,frío extremo,Tuesday,0,20.0
2024-10-01,Hob_c3,Cold Brew,frío extremo,Tuesday,0,20.0
2024-10-01,Hob_c3,Espresso,frío extremo,Tuesday,0,20.0
2024-10-01,Hob_c3,Flat White,frío extremo,Tuesday,0,20.0
2024-10-01,Hob_c3,Latte,frío extremo,Tuesday,0,20.0
2024-10-01,Hob_c3,Mocha,frío extremo,Tuesday,0,20.0
2024-10-01,Hob_c4,Cappuccino,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Hob_c4,Cold Brew,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Hob_c4,Espresso,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Hob_c4,Flat White,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Hob_c4,Latte,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Hob_c4,Mocha,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c1,Cappuccino,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c1,Cold Brew,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c1,Espresso,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c1,Flat White,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c1,Latte,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c1,Mocha,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c10,Cappuccino,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c10,Cold Brew,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c10,Espresso,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c10,Flat White,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c10,Latte,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c10,Mocha,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c11,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Mel_c11,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Mel_c11,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Mel_c11,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Mel_c11,Latte,soleado,Tuesday,0,20.0
2024-10-01,Mel_c11,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Mel_c12,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Mel_c12,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Mel_c12,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Mel_c12,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Mel_c12,Latte,soleado,Tuesday,0,20.0
2024-10-01,Mel_c12,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Mel_c13,Cappuccino,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c13,Cold Brew,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c13,Espresso,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c13,Flat White,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c13,Latte,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c13,Mocha,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c14,Cappuccino,viento fuerte,Tuesday,0,20.0
2024-10-01,Mel_c14,Cold Brew,viento fuerte,Tuesday,0,20.0
2024-10-01,Mel_c14,Espresso,viento fuerte,Tuesday,0,20.0
2024-10-01,Mel_c14,Flat White,viento fuerte,Tuesday,0,20.0
2024-10-01,Mel_c14,Latte,viento fuerte,Tuesday,0,20.0
2024-10-01,Mel_c14,Mocha,viento fuerte,Tuesday,0,20.0
2024-10-01,Mel_c15,Cappuccino,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c15,Cold Brew,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c15,Espresso,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c15,Flat White,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c15,Latte,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c15,Mocha,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c2,Cappuccino,nublado,Tuesday,0,20.0
2024-10-01,Mel_c2,Cold Brew,nublado,Tuesday,0,20.0
2024-10-01,Mel_c2,Espresso,nublado,Tuesday,0,20.0
2024-10-01,Mel_c2,Flat White,nublado,Tuesday,0,20.0
2024-10-01,Mel_c2,Latte,nublado,Tuesday,0,20.0
2024-10-01,Mel_c2,Mocha,nublado,Tuesday,0,20.0
2024-10-01,Mel_c3,Cappuccino,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c3,Cold Brew,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c3,Espresso,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c3,Flat White,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c3,Latte,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c3,Mocha,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c4,Cappuccino,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c4,Cold Brew,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c4,Espresso,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c4,Flat White,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c4,Latte,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c4,Mocha,lluvia,Tuesday,0,20.0
2024-10-01,Mel_c5,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Mel_c5,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Mel_c5,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Mel_c5,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Mel_c5,Latte,soleado,Tuesday,0,20.0
2024-10-01,Mel_c5,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Mel_c6,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Mel_c6,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Mel_c6,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Mel_c6,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Mel_c6,Latte,soleado,Tuesday,0,20.0
2024-10-01,Mel_c6,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Mel_c7,Cappuccino,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c7,Cold Brew,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c7,Espresso,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c7,Flat White,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c7,Latte,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c7,Mocha,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c8,Cappuccino,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c8,Cold Brew,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c8,Espresso,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c8,Flat White,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c8,Latte,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c8,Mocha,frío extremo,Tuesday,0,20.0
2024-10-01,Mel_c9,Cappuccino,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c9,Cold Brew,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c9,Espresso,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c9,Flat White,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c9,Latte,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Mel_c9,Mocha,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c1,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Per_c1,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Per_c1,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Per_c1,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Per_c1,Latte,soleado,Tuesday,0,20.0
2024-10-01,Per_c1,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Per_c10,Cappuccino,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c10,Cold Brew,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c10,Espresso,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c10,Flat White,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c10,Latte,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c10,Mocha,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c2,Cappuccino,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c2,Cold Brew,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c2,Espresso,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c2,Flat White,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c2,Latte,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c2,Mocha,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c3,Cappuccino,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c3,Cold Brew,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c3,Espresso,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c3,Flat White,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c3,Latte,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c3,Mocha,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c4,Cappuccino,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c4,Cold Brew,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c4,Espresso,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c4,Flat White,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c4,Latte,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c4,Mocha,viento fuerte,Tuesday,0,20.0
2024-10-01,Per_c5,Cappuccino,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c5,Cold Brew,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c5,Espresso,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c5,Flat White,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c5,Latte,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c5,Mocha,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c6,Cappuccino,frío extremo,Tuesday,0,20.0
2024-10-01,Per_c6,Cold Brew,frío extremo,Tuesday,0,20.0
2024-10-01,Per_c6,Espresso,frío extremo,Tuesday,0,20.0
2024-10-01,Per_c6,Flat White,frío extremo,Tuesday,0,20.0
2024-10-01,Per_c6,Latte,frío extremo,Tuesday,0,20.0
2024-10-01,Per_c6,Mocha,frío extremo,Tuesday,0,20.0
2024-10-01,Per_c7,Cappuccino,tormenta,Tuesday,0,20.0
2024-10-01,Per_c7,Cold Brew,tormenta,Tuesday,0,20.0
2024-10-01,Per_c7,Espresso,tormenta,Tuesday,0,20.0
2024-10-01,Per_c7,Flat White,tormenta,Tuesday,0,20.0
2024-10-01,Per_c7,Latte,tormenta,Tuesday,0,20.0
2024-10-01,Per_c7,Mocha,tormenta,Tuesday,0,20.0
2024-10-01,Per_c8,Cappuccino,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c8,Cold Brew,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c8,Espresso,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c8,Flat White,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c8,Latte,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c8,Mocha,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c9,Cappuccino,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c9,Cold Brew,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c9,Espresso,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c9,Flat White,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c9,Latte,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Per_c9,Mocha,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Syd_c1,Cappuccino,soleado,Tuesday,0,20.0
2024-10-01,Syd_c1,Cold Brew,soleado,Tuesday,0,20.0
2024-10-01,Syd_c1,Espresso,soleado,Tuesday,0,20.0
2024-10-01,Syd_c1,Flat White,soleado,Tuesday,0,20.0
2024-10-01,Syd_c1,Latte,soleado,Tuesday,0,20.0
2024-10-01,Syd_c1,Mocha,soleado,Tuesday,0,20.0
2024-10-01,Syd_c10,Cappuccino,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Syd_c10,Cold Brew,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Syd_c10,Espresso,parcialmente nublado,Tuesday,0,20.0
2024-10-01,Syd_c10,Flat White,parcialmente nublado,Tuesday,0,20.0
