fecha,cafeteria_id,producto,clima,dia_semana,es_finde,predicho
2024-10-01,Bri_c1,Cappuccino,tormenta,Tuesday,0,70.92251122659192
2024-10-01,Bri_c1,Cold Brew,tormenta,Tuesday,0,29.35967420640182
2024-10-01,Bri_c1,Espresso,tormenta,Tuesday,0,14.213016434869596
2024-10-01,Bri_c1,Flat White,tormenta,Tuesday,0,86.36250884586968
2024-10-01,Bri_c1,Latte,tormenta,Tuesday,0,58.098584773262054
2024-10-01,Bri_c1,Mocha,tormenta,Tuesday,0,28.884163759513953
2024-10-01,Bri_c10,Cappuccino,lluvia,Tuesday,0,74.95435233963678
2024-10-01,Bri_c10,Cold Brew,lluvia,Tuesday,0,29.35251801763166
2024-10-01,Bri_c10,Espresso,lluvia,Tuesday,0,14.217984546418451
2024-10-01,Bri_c10,Flat White,lluvia,Tuesday,0,88.20548854078436
2024-10-01,Bri_c10,Latte,lluvia,Tuesday,0,58.293529799201394
2024-10-01,Bri_c10,Mocha,lluvia,Tuesday,0,29.588768558465066
2024-10-01,Bri_c2,Cappuccino,calor extremo,Tuesday,0,81.78582318649532
2024-10-01,Bri_c2,Cold Brew,calor extremo,Tuesday,0,80.19369165722566
2024-10-01,Bri_c2,Espresso,calor extremo,Tuesday,0,19.83336226585015
2024-10-01,Bri_c2,Flat White,calor extremo,Tuesday,0,98.17854576629907
2024-10-01,Bri_c2,Latte,calor extremo,Tuesday,0,74.99096091661065
2024-10-01,Bri_c2,Mocha,calor extremo,Tuesday,0,38.934835848347504
2024-10-01,Bri_c3,Cappuccino,soleado,Tuesday,0,98.40346148621835
2024-10-01,Bri_c3,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Bri_c3,Espresso,soleado,Tuesday,0,19.531840893213325
2024-10-01,Bri_c3,Flat White,soleado,Tuesday,0,118.62674663118963
2024-10-01,Bri_c3,Latte,soleado,Tuesday,0,78.83561607240865
2024-10-01,Bri_c3,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Bri_c4,Cappuccino,soleado,Tuesday,0,98.39825153766003
2024-10-01,Bri_c4,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Bri_c4,Espresso,soleado,Tuesday,0,19.870072940105146
2024-10-01,Bri_c4,Flat White,soleado,Tuesday,0,118.69479625327916
2024-10-01,Bri_c4,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Bri_c4,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Bri_c5,Cappuccino,soleado,Tuesday,0,98.40928551406792
2024-10-01,Bri_c5,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Bri_c5,Espresso,soleado,Tuesday,0,19.86860810603638
2024-10-01,Bri_c5,Flat White,soleado,Tuesday,0,118.71972336224883
2024-10-01,Bri_c5,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Bri_c5,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Bri_c6,Cappuccino,frío extremo,Tuesday,0,79.48572060154943
2024-10-01,Bri_c6,Cold Brew,frío extremo,Tuesday,0,27.42859979748346
2024-10-01,Bri_c6,Espresso,frío extremo,Tuesday,0,18.685796021347393
2024-10-01,Bri_c6,Flat White,frío extremo,Tuesday,0,95.80396872100292
2024-10-01,Bri_c6,Latte,frío extremo,Tuesday,0,69.91219570482093
2024-10-01,Bri_c6,Mocha,frío extremo,Tuesday,0,57.10736416138405
2024-10-01,Bri_c7,Cappuccino,soleado,Tuesday,0,98.34914277507426
2024-10-01,Bri_c7,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Bri_c7,Espresso,soleado,Tuesday,0,19.879163955184637
2024-10-01,Bri_c7,Flat White,soleado,Tuesday,0,118.74160747460631
2024-10-01,Bri_c7,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Bri_c7,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Bri_c8,Cappuccino,soleado,Tuesday,0,98.33656816185344
2024-10-01,Bri_c8,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Bri_c8,Espresso,soleado,Tuesday,0,19.77878498638338
2024-10-01,Bri_c8,Flat White,soleado,Tuesday,0,118.70006732652428
2024-10-01,Bri_c8,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Bri_c8,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Bri_c9,Cappuccino,calor extremo,Tuesday,0,81.91939051479233
2024-10-01,Bri_c9,Cold Brew,calor extremo,Tuesday,0,80.05245367562631
2024-10-01,Bri_c9,Espresso,calor extremo,Tuesday,0,19.797307899082444
2024-10-01,Bri_c9,Flat White,calor extremo,Tuesday,0,98.16618034772587
2024-10-01,Bri_c9,Latte,calor extremo,Tuesday,0,75.2306250049128
2024-10-01,Bri_c9,Mocha,calor extremo,Tuesday,0,38.7897384457501
2024-10-01,Cai_c1,Cappuccino,nublado,Tuesday,0,98.38322060268572
2024-10-01,Cai_c1,Cold Brew,nublado,Tuesday,0,39.56251514213622
2024-10-01,Cai_c1,Espresso,nublado,Tuesday,0,19.797307899082444
2024-10-01,Cai_c1,Flat White,nublado,Tuesday,0,118.533193474986
2024-10-01,Cai_c1,Latte,nublado,Tuesday,0,78.72765315203682
2024-10-01,Cai_c1,Mocha,nublado,Tuesday,0,39.5582078186636
2024-10-01,Cai_c2,Cappuccino,calor extremo,Tuesday,0,81.78582318649532
2024-10-01,Cai_c2,Cold Brew,calor extremo,Tuesday,0,80.12817434288755
2024-10-01,Cai_c2,Espresso,calor extremo,Tuesday,0,19.66710250518277
2024-10-01,Cai_c2,Flat White,calor extremo,Tuesday,0,97.78772332160246
2024-10-01,Cai_c2,Latte,calor extremo,Tuesday,0,74.99096091661065
2024-10-01,Cai_c2,Mocha,calor extremo,Tuesday,0,39.63715877228433
2024-10-01,Cai_c3,Cappuccino,calor extremo,Tuesday,0,81.78582318649532
2024-10-01,Cai_c3,Cold Brew,calor extremo,Tuesday,0,80.07500142495334
2024-10-01,Cai_c3,Espresso,calor extremo,Tuesday,0,19.377504357277793
2024-10-01,Cai_c3,Flat White,calor extremo,Tuesday,0,97.91019704749029
2024-10-01,Cai_c3,Latte,calor extremo,Tuesday,0,74.83273802387916
2024-10-01,Cai_c3,Mocha,calor extremo,Tuesday,0,38.7897384457501
2024-10-01,Cai_c4,Cappuccino,frío extremo,Tuesday,0,80.64904649495931
2024-10-01,Cai_c4,Cold Brew,frío extremo,Tuesday,0,27.405455604585836
2024-10-01,Cai_c4,Espresso,frío extremo,Tuesday,0,18.602140468254504
2024-10-01,Cai_c4,Flat White,frío extremo,Tuesday,0,95.48366291584902
2024-10-01,Cai_c4,Latte,frío extremo,Tuesday,0,71.55910390424614
2024-10-01,Cai_c4,Mocha,frío extremo,Tuesday,0,57.10736416138405
2024-10-01,Cai_c5,Cappuccino,nublado,Tuesday,0,98.39013091683893
2024-10-01,Cai_c5,Cold Brew,nublado,Tuesday,0,39.56251514213622
2024-10-01,Cai_c5,Espresso,nublado,Tuesday,0,19.769731156947774
2024-10-01,Cai_c5,Flat White,nublado,Tuesday,0,118.45593212075111
2024-10-01,Cai_c5,Latte,nublado,Tuesday,0,78.79013149791288
2024-10-01,Cai_c5,Mocha,nublado,Tuesday,0,39.5582078186636
2024-10-01,Cai_c6,Cappuccino,nublado,Tuesday,0,98.35472931098565
2024-10-01,Cai_c6,Cold Brew,nublado,Tuesday,0,39.56251514213622
2024-10-01,Cai_c6,Espresso,nublado,Tuesday,0,19.78708920657885
2024-10-01,Cai_c6,Flat White,nublado,Tuesday,0,119.20230441607671
2024-10-01,Cai_c6,Latte,nublado,Tuesday,0,78.82120276099182
2024-10-01,Cai_c6,Mocha,nublado,Tuesday,0,39.5582078186636
2024-10-01,Can_c1,Cappuccino,soleado,Tuesday,0,98.33656816185344
2024-10-01,Can_c1,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Can_c1,Espresso,soleado,Tuesday,0,19.820983643198446
2024-10-01,Can_c1,Flat White,soleado,Tuesday,0,118.46993765177075
2024-10-01,Can_c1,Latte,soleado,Tuesday,0,78.85826683318356
2024-10-01,Can_c1,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Can_c2,Cappuccino,soleado,Tuesday,0,98.23835516937488
2024-10-01,Can_c2,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Can_c2,Espresso,soleado,Tuesday,0,19.791572136551014
2024-10-01,Can_c2,Flat White,soleado,Tuesday,0,118.6614546294732
2024-10-01,Can_c2,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Can_c2,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Can_c3,Cappuccino,nublado,Tuesday,0,98.24305058407472
2024-10-01,Can_c3,Cold Brew,nublado,Tuesday,0,39.56251514213622
2024-10-01,Can_c3,Espresso,nublado,Tuesday,0,20.19472918221369
2024-10-01,Can_c3,Flat White,nublado,Tuesday,0,118.65859596827082
2024-10-01,Can_c3,Latte,nublado,Tuesday,0,78.79013149791288
2024-10-01,Can_c3,Mocha,nublado,Tuesday,0,39.5582078186636
2024-10-01,Dar_c1,Cappuccino,viento fuerte,Tuesday,0,98.21307393423936
2024-10-01,Dar_c1,Cold Brew,viento fuerte,Tuesday,0,39.56251514213622
2024-10-01,Dar_c1,Espresso,viento fuerte,Tuesday,0,19.753966091048145
2024-10-01,Dar_c1,Flat White,viento fuerte,Tuesday,0,118.18295072191016
2024-10-01,Dar_c1,Latte,viento fuerte,Tuesday,0,78.6722816609917
2024-10-01,Dar_c1,Mocha,viento fuerte,Tuesday,0,39.5582078186636
2024-10-01,Dar_c2,Cappuccino,frío extremo,Tuesday,0,80.5942507297637
2024-10-01,Dar_c2,Cold Brew,frío extremo,Tuesday,0,27.42859979748346
2024-10-01,Dar_c2,Espresso,frío extremo,Tuesday,0,18.697774916499608
2024-10-01,Dar_c2,Flat White,frío extremo,Tuesday,0,94.68265677140485
2024-10-01,Dar_c2,Latte,frío extremo,Tuesday,0,69.93614445730832
2024-10-01,Dar_c2,Mocha,frío extremo,Tuesday,0,57.10736416138405
2024-10-01,Dar_c3,Cappuccino,soleado,Tuesday,0,97.76158073620967
2024-10-01,Dar_c3,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Dar_c3,Espresso,soleado,Tuesday,0,19.808676771352484
2024-10-01,Dar_c3,Flat White,soleado,Tuesday,0,118.45749243349005
2024-10-01,Dar_c3,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Dar_c3,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Gol_c1,Cappuccino,soleado,Tuesday,0,98.27648017432215
2024-10-01,Gol_c1,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Gol_c1,Espresso,soleado,Tuesday,0,19.877254009031095
2024-10-01,Gol_c1,Flat White,soleado,Tuesday,0,118.70603982347062
2024-10-01,Gol_c1,Latte,soleado,Tuesday,0,78.79777951553541
2024-10-01,Gol_c1,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Gol_c2,Cappuccino,nublado,Tuesday,0,98.35472931098565
2024-10-01,Gol_c2,Cold Brew,nublado,Tuesday,0,39.56251514213622
2024-10-01,Gol_c2,Espresso,nublado,Tuesday,0,19.79769885058971
2024-10-01,Gol_c2,Flat White,nublado,Tuesday,0,118.68642861241571
2024-10-01,Gol_c2,Latte,nublado,Tuesday,0,78.79013149791288
2024-10-01,Gol_c2,Mocha,nublado,Tuesday,0,39.5582078186636
2024-10-01,Gol_c3,Cappuccino,tormenta,Tuesday,0,71.87263315765999
2024-10-01,Gol_c3,Cold Brew,tormenta,Tuesday,0,29.35967420640182
2024-10-01,Gol_c3,Espresso,tormenta,Tuesday,0,14.421588268900573
2024-10-01,Gol_c3,Flat White,tormenta,Tuesday,0,86.36250884586968
2024-10-01,Gol_c3,Latte,tormenta,Tuesday,0,58.098584773262054
2024-10-01,Gol_c3,Mocha,tormenta,Tuesday,0,28.884163759513953
2024-10-01,Gol_c4,Cappuccino,soleado,Tuesday,0,98.32846985944059
2024-10-01,Gol_c4,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Gol_c4,Espresso,soleado,Tuesday,0,19.840045858549193
2024-10-01,Gol_c4,Flat White,soleado,Tuesday,0,119.98868648556119
2024-10-01,Gol_c4,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Gol_c4,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Gol_c5,Cappuccino,frío extremo,Tuesday,0,80.48825848154841
2024-10-01,Gol_c5,Cold Brew,frío extremo,Tuesday,0,27.458391873986198
2024-10-01,Gol_c5,Espresso,frío extremo,Tuesday,0,18.683070953020618
2024-10-01,Gol_c5,Flat White,frío extremo,Tuesday,0,95.48151048638194
2024-10-01,Gol_c5,Latte,frío extremo,Tuesday,0,69.82948858717124
2024-10-01,Gol_c5,Mocha,frío extremo,Tuesday,0,57.10736416138405
2024-10-01,Gol_c6,Cappuccino,lluvia,Tuesday,0,74.95435233963678
2024-10-01,Gol_c6,Cold Brew,lluvia,Tuesday,0,29.35251801763166
2024-10-01,Gol_c6,Espresso,lluvia,Tuesday,0,14.745371132081726
2024-10-01,Gol_c6,Flat White,lluvia,Tuesday,0,88.55613274457593
2024-10-01,Gol_c6,Latte,lluvia,Tuesday,0,58.293529799201394
2024-10-01,Gol_c6,Mocha,lluvia,Tuesday,0,29.629296558465068
2024-10-01,Hob_c1,Cappuccino,soleado,Tuesday,0,98.33656816185344
2024-10-01,Hob_c1,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Hob_c1,Espresso,soleado,Tuesday,0,19.810403410460818
2024-10-01,Hob_c1,Flat White,soleado,Tuesday,0,118.6118305561631
2024-10-01,Hob_c1,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Hob_c1,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Hob_c2,Cappuccino,tormenta,Tuesday,0,74.73916424583952
2024-10-01,Hob_c2,Cold Brew,tormenta,Tuesday,0,29.35967420640182
2024-10-01,Hob_c2,Espresso,tormenta,Tuesday,0,14.262249228835046
2024-10-01,Hob_c2,Flat White,tormenta,Tuesday,0,87.86100108041853
2024-10-01,Hob_c2,Latte,tormenta,Tuesday,0,58.160550013903766
2024-10-01,Hob_c2,Mocha,tormenta,Tuesday,0,28.884163759513953
2024-10-01,Hob_c3,Cappuccino,frío extremo,Tuesday,0,80.9801188268483
2024-10-01,Hob_c3,Cold Brew,frío extremo,Tuesday,0,27.42859979748346
2024-10-01,Hob_c3,Espresso,frío extremo,Tuesday,0,18.611077303287995
2024-10-01,Hob_c3,Flat White,frío extremo,Tuesday,0,93.99304120653504
2024-10-01,Hob_c3,Latte,frío extremo,Tuesday,0,69.9987819249313
2024-10-01,Hob_c3,Mocha,frío extremo,Tuesday,0,57.10736416138405
2024-10-01,Hob_c4,Cappuccino,parcialmente nublado,Tuesday,0,98.28802291288335
2024-10-01,Hob_c4,Cold Brew,parcialmente nublado,Tuesday,0,39.56251514213622
2024-10-01,Hob_c4,Espresso,parcialmente nublado,Tuesday,0,19.2383050208307
2024-10-01,Hob_c4,Flat White,parcialmente nublado,Tuesday,0,118.57739018514368
2024-10-01,Hob_c4,Latte,parcialmente nublado,Tuesday,0,78.52762891350083
2024-10-01,Hob_c4,Mocha,parcialmente nublado,Tuesday,0,39.5582078186636
2024-10-01,Mel_c1,Cappuccino,lluvia,Tuesday,0,74.70327200536605
2024-10-01,Mel_c1,Cold Brew,lluvia,Tuesday,0,29.312727509291708
2024-10-01,Mel_c1,Espresso,lluvia,Tuesday,0,14.61068168003711
2024-10-01,Mel_c1,Flat White,lluvia,Tuesday,0,87.77428076255964
2024-10-01,Mel_c1,Latte,lluvia,Tuesday,0,58.26581879917967
2024-10-01,Mel_c1,Mocha,lluvia,Tuesday,0,29.38963365203931
2024-10-01,Mel_c10,Cappuccino,parcialmente nublado,Tuesday,0,98.76064854165165
2024-10-01,Mel_c10,Cold Brew,parcialmente nublado,Tuesday,0,39.56251514213622
2024-10-01,Mel_c10,Espresso,parcialmente nublado,Tuesday,0,19.933537293503942
2024-10-01,Mel_c10,Flat White,parcialmente nublado,Tuesday,0,118.89141493344923
2024-10-01,Mel_c10,Latte,parcialmente nublado,Tuesday,0,78.80783089431482
2024-10-01,Mel_c10,Mocha,parcialmente nublado,Tuesday,0,39.5582078186636
2024-10-01,Mel_c11,Cappuccino,soleado,Tuesday,0,98.37704651896645
2024-10-01,Mel_c11,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Mel_c11,Espresso,soleado,Tuesday,0,19.963584095433813
2024-10-01,Mel_c11,Flat White,soleado,Tuesday,0,118.91346208510487
2024-10-01,Mel_c11,Latte,soleado,Tuesday,0,78.83253848475553
2024-10-01,Mel_c11,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Mel_c12,Cappuccino,soleado,Tuesday,0,98.39909744167093
2024-10-01,Mel_c12,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Mel_c12,Espresso,soleado,Tuesday,0,19.57585585209426
2024-10-01,Mel_c12,Flat White,soleado,Tuesday,0,118.62170307479815
2024-10-01,Mel_c12,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Mel_c12,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Mel_c13,Cappuccino,frío extremo,Tuesday,0,80.59864247273654
2024-10-01,Mel_c13,Cold Brew,frío extremo,Tuesday,0,27.451733866137833
2024-10-01,Mel_c13,Espresso,frío extremo,Tuesday,0,18.60057095302062
2024-10-01,Mel_c13,Flat White,frío extremo,Tuesday,0,96.63711401822735
2024-10-01,Mel_c13,Latte,frío extremo,Tuesday,0,70.16598118644819
2024-10-01,Mel_c13,Mocha,frío extremo,Tuesday,0,60.84043335247495
2024-10-01,Mel_c14,Cappuccino,viento fuerte,Tuesday,0,97.83356333283413
2024-10-01,Mel_c14,Cold Brew,viento fuerte,Tuesday,0,39.56251514213622
2024-10-01,Mel_c14,Espresso,viento fuerte,Tuesday,0,19.800470266331764
2024-10-01,Mel_c14,Flat White,viento fuerte,Tuesday,0,118.62893781981111
2024-10-01,Mel_c14,Latte,viento fuerte,Tuesday,0,78.67623638735279
2024-10-01,Mel_c14,Mocha,viento fuerte,Tuesday,0,39.5582078186636
2024-10-01,Mel_c15,Cappuccino,frío extremo,Tuesday,0,80.62049522038677
2024-10-01,Mel_c15,Cold Brew,frío extremo,Tuesday,0,28.2547790284927
2024-10-01,Mel_c15,Espresso,frío extremo,Tuesday,0,18.74432416154848
2024-10-01,Mel_c15,Flat White,frío extremo,Tuesday,0,95.62511018178974
2024-10-01,Mel_c15,Latte,frío extremo,Tuesday,0,69.85038584649992
2024-10-01,Mel_c15,Mocha,frío extremo,Tuesday,0,57.10736416138405
2024-10-01,Mel_c2,Cappuccino,nublado,Tuesday,0,98.35472931098565
2024-10-01,Mel_c2,Cold Brew,nublado,Tuesday,0,39.56251514213622
2024-10-01,Mel_c2,Espresso,nublado,Tuesday,0,19.817454882458062
2024-10-01,Mel_c2,Flat White,nublado,Tuesday,0,118.59755981335842
2024-10-01,Mel_c2,Latte,nublado,Tuesday,0,78.79013149791288
2024-10-01,Mel_c2,Mocha,nublado,Tuesday,0,39.5582078186636
2024-10-01,Mel_c3,Cappuccino,frío extremo,Tuesday,0,80.5047304500923
2024-10-01,Mel_c3,Cold Brew,frío extremo,Tuesday,0,27.42859979748346
2024-10-01,Mel_c3,Espresso,frío extremo,Tuesday,0,18.572348828691716
2024-10-01,Mel_c3,Flat White,frío extremo,Tuesday,0,96.4071418296283
2024-10-01,Mel_c3,Latte,frío extremo,Tuesday,0,69.9987819249313
2024-10-01,Mel_c3,Mocha,frío extremo,Tuesday,0,57.10736416138405
2024-10-01,Mel_c4,Cappuccino,lluvia,Tuesday,0,74.89397727886868
2024-10-01,Mel_c4,Cold Brew,lluvia,Tuesday,0,29.444985122894817
2024-10-01,Mel_c4,Espresso,lluvia,Tuesday,0,15.090501348136513
2024-10-01,Mel_c4,Flat White,lluvia,Tuesday,0,88.34359154507621
2024-10-01,Mel_c4,Latte,lluvia,Tuesday,0,58.293529799201394
2024-10-01,Mel_c4,Mocha,lluvia,Tuesday,0,29.629296558465068
2024-10-01,Mel_c5,Cappuccino,soleado,Tuesday,0,97.55845788115126
2024-10-01,Mel_c5,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Mel_c5,Espresso,soleado,Tuesday,0,19.809364102161716
2024-10-01,Mel_c5,Flat White,soleado,Tuesday,0,116.19585475573862
2024-10-01,Mel_c5,Latte,soleado,Tuesday,0,78.74297758129578
2024-10-01,Mel_c5,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Mel_c6,Cappuccino,soleado,Tuesday,0,98.6741688771578
2024-10-01,Mel_c6,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Mel_c6,Espresso,soleado,Tuesday,0,19.75623133473857
2024-10-01,Mel_c6,Flat White,soleado,Tuesday,0,118.6614546294732
2024-10-01,Mel_c6,Latte,soleado,Tuesday,0,78.77389542589479
2024-10-01,Mel_c6,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Mel_c7,Cappuccino,parcialmente nublado,Tuesday,0,98.33656816185344
2024-10-01,Mel_c7,Cold Brew,parcialmente nublado,Tuesday,0,39.56251514213622
2024-10-01,Mel_c7,Espresso,parcialmente nublado,Tuesday,0,20.635525092993465
2024-10-01,Mel_c7,Flat White,parcialmente nublado,Tuesday,0,118.62052414291934
2024-10-01,Mel_c7,Latte,parcialmente nublado,Tuesday,0,78.80382627159615
2024-10-01,Mel_c7,Mocha,parcialmente nublado,Tuesday,0,39.5582078186636
2024-10-01,Mel_c8,Cappuccino,frío extremo,Tuesday,0,80.34759127873477
2024-10-01,Mel_c8,Cold Brew,frío extremo,Tuesday,0,27.401372962907484
2024-10-01,Mel_c8,Espresso,frío extremo,Tuesday,0,18.314026578758895
2024-10-01,Mel_c8,Flat White,frío extremo,Tuesday,0,95.27073855167586
2024-10-01,Mel_c8,Latte,frío extremo,Tuesday,0,69.9987819249313
2024-10-01,Mel_c8,Mocha,frío extremo,Tuesday,0,56.628620862239394
2024-10-01,Mel_c9,Cappuccino,parcialmente nublado,Tuesday,0,98.25252768380452
2024-10-01,Mel_c9,Cold Brew,parcialmente nublado,Tuesday,0,39.56251514213622
2024-10-01,Mel_c9,Espresso,parcialmente nublado,Tuesday,0,19.787567460187073
2024-10-01,Mel_c9,Flat White,parcialmente nublado,Tuesday,0,117.93201356337877
2024-10-01,Mel_c9,Latte,parcialmente nublado,Tuesday,0,78.74030720008835
2024-10-01,Mel_c9,Mocha,parcialmente nublado,Tuesday,0,39.5582078186636
2024-10-01,Per_c1,Cappuccino,soleado,Tuesday,0,97.8348903647009
2024-10-01,Per_c1,Cold Brew,soleado,Tuesday,0,39.56251514213622
2024-10-01,Per_c1,Espresso,soleado,Tuesday,0,19.778344707588193
2024-10-01,Per_c1,Flat White,soleado,Tuesday,0,117.80671845351803
2024-10-01,Per_c1,Latte,soleado,Tuesday,0,78.73941564736334
2024-10-01,Per_c1,Mocha,soleado,Tuesday,0,39.5582078186636
2024-10-01,Per_c10,Cappuccino,viento fuerte,Tuesday,0,98.09340628843567
2024-10-01,Per_c10,Cold Brew,viento fuerte,Tuesday,0,39.56251514213622
2024-10-01,Per_c10,Espresso,viento fuerte,Tuesday,0,19.673393822416134
2024-10-01,Per_c10,Flat White,viento fuerte,Tuesday,0,117.32303713758989
2024-10-01,Per_c10,Latte,viento fuerte,Tuesday,0,78.76237189693079
2024-10-01,Per_c10,Mocha,viento fuerte,Tuesday,0,39.5582078186636
2024-10-01,Per_c2,Cappuccino,viento fuerte,Tuesday,0,98.26912155015414
2024-10-01,Per_c2,Cold Brew,viento fuerte,Tuesday,0,39.56251514213622
2024-10-01,Per_c2,Espresso,viento fuerte,Tuesday,0,19.99139617157138
2024-10-01,Per_c2,Flat White,viento fuerte,Tuesday,0,118.62893781981111
2024-10-01,Per_c2,Latte,viento fuerte,Tuesday,0,78.70425241403164
2024-10-01,Per_c2,Mocha,viento fuerte,Tuesday,0,39.5582078186636
2024-10-01,Per_c3,Cappuccino,parcialmente nublado,Tuesday,0,98.38236914873988
2024-10-01,Per_c3,Cold Brew,parcialmente nublado,Tuesday,0,39.56251514213622
2024-10-01,Per_c3,Espresso,parcialmente nublado,Tuesday,0,19.797307899082444
2024-10-01,Per_c3,Flat White,parcialmente nublado,Tuesday,0,118.72417083378629
2024-10-01,Per_c3,Latte,parcialmente nublado,Tuesday,0,78.77389542589479
2024-10-01,Per_c3,Mocha,parcialmente nublado,Tuesday,0,39.5582078186636
2024-10-01,Per_c4,Cappuccino,viento fuerte,Tuesday,0,98.52915915257385
2024-10-01,Per_c4,Cold Brew,viento fuerte,Tuesday,0,39.56251514213622
2024-10-01,Per_c4,Espresso,viento fuerte,Tuesday,0,19.87560403423558
2024-10-01,Per_c4,Flat White,viento fuerte,Tuesday,0,118.67717433507491
2024-10-01,Per_c4,Latte,viento fuerte,Tuesday,0,78.70425241403164
2024-10-01,Per_c4,Mocha,viento fuerte,Tuesday,0,39.5582078186636
2024-10-01,Per_c5,Cappuccino,parcialmente nublado,Tuesday,0,98.33656816185344
2024-10-01,Per_c5,Cold Brew,parcialmente nublado,Tuesday,0,39.56251514213622
2024-10-01,Per_c5,Espresso,parcialmente nublado,Tuesday,0,19.749322049982208
2024-10-01,Per_c5,Flat White,parcialmente nublado,Tuesday,0,118.2581610508568
